Titulo,Precio,Generos,Plataformas,Fecha de Salida,Desarrollador,Publisher,Rating,Valoración del usuario,Imagen,Link
Street Fighter 30th Anniversary Collection XBOX ,34.52,Action|Arcade|Fighting,"","May 29, 2018",Capcom,"CAPCOM Co., Ltd.",Rates 12+,5.00/5,https://cdn-products.eneba.com/resized-products/2_fzmldz2aHrq36e0VyvaAS_Ymuf5PKZCULGDMvSREM_350x200_1x-0.jpeg,https://www.eneba.com/us/xbox-street-fighter-30th-anniversary-collection-xbox-live-key-global
Ember ,4.32,Indie|Adventure,Windows,"September 9, 2016",N-Fusion Interactive,505 Games,Rates 16+,0,https://cdn-products.eneba.com/resized-products/6vEM4qq_350x200_1x-0.jpg,https://www.eneba.com/us/steam-ember-steam-key-global
Romancing SaGa 3 ,26.25,Adventure,Windows,"November 11, 2019",Square Enix / ArtePiazza,Square Enix,"",0,https://cdn-products.eneba.com/resized-products/YncnuFwALDne9EqGmj13BrpW5l3LbBLdT8dqzTZpJ9Q_350x200_1x-0.jpeg,https://www.eneba.com/us/nintendo-romancing-saga-3-1
Empire of Sin - Premium Edition ,40.96,Strategy|RPG,Windows|Mac,"December 1, 2020",Romero Games Ltd.,Paradox Interactive,Rates 16+,0,https://cdn-products.eneba.com/resized-products/wEQqIKaeH71fDm07fyVIRw1CAdhBNNd3zWeyMeSmDJg_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-empire-of-sin-premium-edition-steam-key-latam-2
Deathloop ,68.49,Action|FPS / TPS,"","May 21, 2021",Arkane Studios,Bethesda Softworks,"",4.43/5,https://cdn-products.eneba.com/resized-products/ZWvHA8KsKJgO5ZhrzOaAw7mTy9ApbEcWjF_pgee-SXg_350x200_1x-0.jpeg,https://www.eneba.com/us/bethesda-deathloop-bethesda-net-key-global
Dead Synchronicity: Tomorrow Comes Today ,13.69,Indie|Adventure,Windows|Mac|Linux,"April 10, 2015",Fictiorama Studios,Daedalic Entertainment,Rates 12+,5.00/5,https://cdn-products.eneba.com/resized-products/XGEJikVFLEaZBhdvOWc6KattweXoo3lP6cRqoNHMXXE_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-dead-synchronicity-tomorrow-comes-today
The Whispered World (Special Edition) ,27.39,Indie|Adventure,Windows|Mac|Linux,"May 6, 2014",Daedalic Entertainment,Daedalic Entertainment,Rates 12+,4.67/5,https://cdn-products.eneba.com/resized-products/v5nCW7JqlcZgew0vy2lRnvl1y8Zq8-dXo1UWLrJmekI_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-the-whispered-world-special-edition-steam-key-global
Caravan ,20.54,Simulation|Indie|Strategy,Windows|Mac|Linux,"September 30, 2016",it Matters Games,Daedalic Entertainment,Rates 7+,5.00/5,https://cdn-products.eneba.com/resized-products/kZ5ea2wlKRRjjF5DOxajiRcoGUd2Gp7hJrpgs5gPOyQ_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-caravan-steam-key-global
Paranautical Activity ,2.04,Action|Indie|RPG,Windows|Mac|Linux,"February 14, 2013",Digerati Distribution,Digerati,Rates 16+,4.50/5,https://cdn-products.eneba.com/resized-products/pixHmaeqVBIwh8yy3sqDizd9H1P2urn9cV84QmFO_ds_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-paranautical-activity-steam-key-global
Trollhunters: Defenders of Arcadia ,27.39,Action|Adventure,Windows,"September 25, 2020",WayForward,Outright Games LTD.,Rates 7+,0,https://cdn-products.eneba.com/resized-products/wSvWcp7xImbCCacrX1lni6IwJ0S3CHGSTJrcO9i1aBQ_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-trollhunters-defenders-of-arcadia-steam-key-global
变量 Variables ,10.36,Indie|Strategy,Windows,"July 31, 2019",Asteroid Game Studio,Asteroid Game Studio,"",0,https://cdn-products.eneba.com/resized-products/5pxHkTt3GvDzExEd7mLnM-euae8ujvJCAbKomwWzhLs_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-bian-liang-variables-steam-key-global
Operation Desert Road ,0.6,Action|Indie,Windows,"October 3, 2017",RewindApp,RewindApp,"",0,https://cdn-products.eneba.com/resized-products/RT9TuIHN8ogEGl1CIofhaZM7JPDze7EVx8EilwdtXzo_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-operation-desert-road-steam-key-global
Rage Runner ,5.47,Action|Simulation|Indie|Racing,Windows|Mac,"May 16, 2014",Hypercane Studios,Plug In Digital,"",0,https://cdn-products.eneba.com/resized-products/FDF9LUx_350x200_1x-0.jpg,https://www.eneba.com/us/steam-rage-runner-steam-key-global
Nanos ,3.58,Indie,"","July 28, 2015",Excamedia,"","",0,https://cdn-products.eneba.com/resized-products/_5f29-0ThmQb3UzunlCpKdXgwnUr_0KmzHinOk9q4bA_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-nanos-steam-key-global
Grand Class Melee 2 ,3.23,Action|Indie|Strategy|RPG,Windows,"July 20, 2018",Ogopogoid Entertainment,Ogopogoid Entertainment,"",0,https://cdn-products.eneba.com/resized-products/mLFgP49IPb5AMLPaf_QSG66p_p9fjKzMGmVL5zHNGcQ_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-grand-class-melee-2-steam-key-global
eFootball PES 2020 ,68.49,Sport,Windows,"September 10, 2019",Konami Digital Entertainment,Konami Digital Entertainment,"",4.34/5,https://cdn-products.eneba.com/resized-products/mX_yBI6QJ-E9Mr7ayvJKCgXADLPIE0B3OEioQlqnnN8_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-efootball-pes-2020-steam-key-global
Vaporum ,26.02,Action|Indie|Adventure|RPG,Windows|Mac|Linux,"September 28, 2017","Fatbot Games, s. r. o.","Fatbot Games, s. r. o.",Rates 12+,0,https://cdn-products.eneba.com/resized-products/MUZFfDyz0vO-3eBT9y2xrF6_TZymIPkSqLXSOBlTZ3w_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-vaporum-steam-key-global
Of Guards And Thieves ,7.9,Action|Indie,Windows,"July 16, 2014",Subvert Games,Subvert Games,"",0,https://cdn-products.eneba.com/resized-products/n2v6bzjz3svrgybnum88_350x200_1x-0.jpg,https://www.eneba.com/us/steam-of-guards-and-thieves-steam-key-global
Empathy: Path of Whispers ,2.88,Indie|Adventure,Windows,"May 16, 2017",Pixel Night,Iceberg Interactive,Rates 12+,0,https://cdn-products.eneba.com/resized-products/eelZbZi_350x200_1x-0.jpg,https://www.eneba.com/us/steam-empathy-path-of-whispers-steam-key-global
Warhammer Age of Sigmar: Storm Ground ,45.2,Strategy,"","March 31, 2021",Gasket Games,Focus Home Interactive,"",0,https://cdn-products.eneba.com/resized-products/lEpjfp4rAjEMvJNut4jBYuxn4ROEk0s9TqD5aoFRsFw_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-warhammer-age-of-sigmar-storm-ground-steam-key-global
Anna's Quest ,27.39,Indie|Adventure,Windows|Mac|Linux,"July 2, 2015",Daedalic Entertainment,Daedalic Entertainment,Rates 7+,5.00/5,https://cdn-products.eneba.com/resized-products/YWjYb4ainZV8ARS-qIBm36E8OIYByX59j2oddBycONY_350x200_1x-0.jpg,https://www.eneba.com/us/steam-annas-quest
Randal's Monday ,27.39,Indie|Adventure,Windows|Mac,"November 12, 2014",Nexus Game Studios,Daedalic Entertainment,Rates 16+,0,https://cdn-products.eneba.com/resized-products/nRNnFCmjswZ01YRJxtYVmqCFgG4DkqvUlaMJoSkXub0_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-randals-monday
GoD Factory: Wingmen ,12.96,Action|Simulation|Indie|FPS / TPS,Windows|Mac|Linux,"August 29, 2014",Nine Dots Studios,BANDAI NAMCO Entertainment,Rates 7+,0,https://cdn-products.eneba.com/resized-products/nfeseu7rnmzzahezjav3_350x200_1x-0.jpg,https://www.eneba.com/us/steam-god-factory-wingmen-steam-key-global
Sins of a Solar Empire: Rebellion ,10.95,Indie|Strategy,Windows,"June 13, 2013",Stardock Entertainment,Stardock Entertainment,Rates 7+,5.00/5,https://cdn-products.eneba.com/resized-products/xv3v7gmtuuj7iwmkimag_350x200_1x-0.jpg,https://www.eneba.com/us/steam-sins-of-a-solar-empire-rebellion-steam-key-global-1
Zombie Derby: Pixel Survival ,10.8,Action|Indie|Racing,Windows,"June 11, 2020",Brinemedia,Brinemedia,"",0,https://cdn-products.eneba.com/resized-products/ZKkTHC0nSHZWpUCGWtVCvpnc0Enb2zExGjSsvLEGBAk_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-zombie-derby-pixel-survival-steam-key-global
Valfaris ,16.91,Action|Indie,Windows,"October 10, 2019",Steel Mantis,Big Sugar,Rates 18+ (Mature),4.75/5,https://cdn-products.eneba.com/resized-products/tb2Ep4wKDH2KsqwfgMfyLSLK_qP8VRLUbUGL4eRDWQ8_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-valfaris
Merchants of Kaidan ,1.75,Simulation|Indie|Strategy|Adventure|RPG,Windows|Mac|Linux,"November 10, 2014",Forever Entertainment S. A.,Forever Entertainment S. A.,"",0,https://cdn-products.eneba.com/resized-products/ugxqFA5uA_9bPiAxI8E56NKZ3rMBeoJRVN5_Np66g7g_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-merchants-of-kaidan-steam-key-global
Ken Follett's The Pillars of the Earth ,41.09,Indie|Adventure,Windows|Mac|Linux,"January 1, 2017",Daedalic Entertainment,Daedalic Entertainment,Rates 16+,4.67/5,https://cdn-products.eneba.com/resized-products/XvAFw71k_1355W8LR199PNN2bv6x7sZT8-ABz4gIjik_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-ken-folletts-the-pillars-of-the-earth-steam-key-global
Werewolves Within [VR] ,9.36,Simulation|Strategy|RPG,Windows,"December 6, 2016",Ubisoft,Ubisoft,Rates 7+,0,https://cdn-products.eneba.com/resized-products/LZfYvw6qstWO9-ZxEce7s0fA_azA7YM_YgkM6Yf-oXo_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-werewolves-within-vr-steam-key-global
Destructamundo ,14.91,Indie,Windows|Mac,"January 28, 2015",MiniVisions,Choice Provisions,"",0,https://cdn-products.eneba.com/resized-products/aSpE6JTfiGC91B3g_hN3zCxJX67yjLRQZRsdif96fak_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-destructamundo-steam-key-global
Wintermoor Tactics Club ,13.69,Indie|Strategy|Adventure|RPG,Windows,"May 5, 2020",EVC,Versus Evil,Rates 12+,0,https://cdn-products.eneba.com/resized-products/QVLSw7YcVHEWkl3BrEX8XXzlCbeLA_eT8IFt4KsZMX4_350x200_1x-0.jpg,https://www.eneba.com/us/steam-wintermoor-tactics-club-steam-key-global
Ginger: Beyond the Crystal ,10.95,Indie|Adventure,Windows|Mac,"October 25, 2016",Drakhar Studio,BadLand Publishing,Rates 7+,0,https://cdn-products.eneba.com/resized-products/XFL0V2cKnQGbT8dR8l4rR9J9F5eSJx8r11M609sjS6Y_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-ginger-beyond-the-crystal-steam-key-global
Bounty Battle ,13.56,Action|Indie,Windows,"September 10, 2020",Dark Screen Games,Merge Games,"",0,https://cdn-products.eneba.com/resized-products/Ii1gLAbw-0xiLJa9z7fNqGMajKdZP9JXcInSzN41oIU_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-bounty-battle-steam-key-global
Orbit Outlaws ,8.06,Action|Indie,Windows,"November 4, 2020","Pump Action Games, Innovations Media","Rogue Games, Inc","",0,https://cdn-products.eneba.com/resized-products/r9bNVqOY-2A2gAFWaTaaTKWblKcixP1oqZXUOpcFziE_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-orbit-outlaws-steam-key-global
CryoFall ,27.39,Indie|MMO|RPG,Windows,"April 3, 2019",AtomicTorch Studio,Daedalic Entertainment,"",5.00/5,https://cdn-products.eneba.com/resized-products/EnmbiNHKPVRTfB7u9Yv3YcSt0k0z7s-yr2OvO-V2SKE_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-cryofall
Shooting Stars! ,6.84,Action|Indie,Windows|Mac,"January 19, 2016",Bloodirony,Daedalic Entertainment,"",5.00/5,https://cdn-products.eneba.com/resized-products/lmRVSHVnIkzEyBTubMYPQhDHMUJ5m_mheCBYCdWaDEs_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-shooting-stars-steam-key-global
Holy Potatoes! We're in Space?! ,20.54,Simulation|Indie|Adventure,Windows|Mac|Linux,"February 14, 2017",Daylight Studios,Daedalic Entertainment,"",5.00/5,https://cdn-products.eneba.com/resized-products/1bZenwiD0ZJja0ysEAe9RaHnPeaAphr4BZkk1T-Na1I_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-holy-potatoes-were-in-space-steam-key-global
Wings! Remastered Edition ,6.84,Action|Simulation|Indie,Windows,"October 17, 2014",Cinemaware,Cinemaware,"",0,https://cdn-products.eneba.com/resized-products/FwAypGKRUhRb1XOsnrYXMz6bPbzG7LCr46JBIjbtyg0_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-wings-remastered-edition-steam-key-global
Copperbell ,13.54,Action|Indie|Adventure,Windows|Mac,"July 31, 2019",Zero Fun,Zero Fun,"",0,https://cdn-products.eneba.com/resized-products/0AzLNaAvXz_lo5rGkLWclcslJsvSGPdOkEGGgIG6F84_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-copperbell-steam-key-global
TRIALS OF FIRE ,10.07,Indie|Strategy|RPG,Windows,"May 7, 2019",Whatboy Games,Whatboy Games,"",0,https://cdn-products.eneba.com/resized-products/VXz1UTfD6xeK4der9YJNW5crWosclSY_DxUlooVkMvM_350x200_1x-0.jpg,https://www.eneba.com/us/steam-trials-of-fire-steam-key-global
Ginger: Beyond the Crystal ,10.95,Indie|Adventure,Windows|Mac,"October 25, 2016",Drakhar Studio,BadLand Publishing,Rates 7+,0,https://cdn-products.eneba.com/resized-products/XFL0V2cKnQGbT8dR8l4rR9J9F5eSJx8r11M609sjS6Y_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-ginger-beyond-the-crystal-steam-key-global
Bounty Battle ,13.56,Action|Indie,Windows,"September 10, 2020",Dark Screen Games,Merge Games,"",0,https://cdn-products.eneba.com/resized-products/Ii1gLAbw-0xiLJa9z7fNqGMajKdZP9JXcInSzN41oIU_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-bounty-battle-steam-key-global
Orbit Outlaws ,8.06,Action|Indie,Windows,"November 4, 2020","Pump Action Games, Innovations Media","Rogue Games, Inc","",0,https://cdn-products.eneba.com/resized-products/r9bNVqOY-2A2gAFWaTaaTKWblKcixP1oqZXUOpcFziE_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-orbit-outlaws-steam-key-global
Shapeshooter ,5.47,Action|Indie|Adventure,Windows,"October 22, 2020",NukGames,NukGames,"",0,https://cdn-products.eneba.com/resized-products/Kr9TB1hO1IttlBr5BT_TQ80FtANbFnsxowffN6-Zyik_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-shapeshooter-steam-key-global
Talisman: The Horus Heresy ,41.09,Strategy,Windows|Mac,"February 22, 2016",Nomad Games,Nomad Games,"",0,https://cdn-products.eneba.com/resized-products/vo2L07-jAg6E5ipcjH3zRHqrW68HEJaBD3bXstWaGbQ_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-talisman-the-horus-heresy-steam-key-global
TRIALS OF FIRE ,10.07,Indie|Strategy|RPG,Windows,"May 7, 2019",Whatboy Games,Whatboy Games,"",0,https://cdn-products.eneba.com/resized-products/VXz1UTfD6xeK4der9YJNW5crWosclSY_DxUlooVkMvM_350x200_1x-0.jpg,https://www.eneba.com/us/steam-trials-of-fire-steam-key-global
World of Subways 4 – New York Line 7 ,11.15,Simulation,Windows,"March 23, 2015",TML-Studios,Aerosoft GmbH,Rates 7+,0,https://cdn-products.eneba.com/resized-products/8C_0BjyoBYJlG60Hdff366Nn_uTF6UfJ9CRAweamPoQ_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-world-of-subways-4-new-york-line-7-steam-key-global
SoulCraft ,1.69,Action|Indie|RPG,Windows,"June 1, 2015",MobileBits,Headup Games,"",5.00/5,https://cdn-products.eneba.com/resized-products/s9tXa4RFLu3bjxedpro0kjHx1ofYWKgjyHgbzb7DMxs_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-soulcraft-steam-key-global
The Mystery of the Druids ,1.75,Point & Click|Adventure,Windows,"October 30, 2001",House of Tales,HandyGames,"",0,https://cdn-products.eneba.com/resized-products/si11NxALHzYv5-83A5bneBG9XURxZb_MFG71B9qmGvs_350x200_1x-0.png,https://www.eneba.com/us/steam-the-mystery-of-the-druids-steam-key-global
Broken Reality ,10.43,Indie|Adventure,Windows,"November 29, 2018",Dynamic Media Triad,Digital Tribe,"",0,https://cdn-products.eneba.com/resized-products/twO0FqldEew6uhJITjwsmITzKjpfvzE4Hy63M2VA8yo_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-broken-reality
Tengami ,3.38,Action|Indie|Puzzle|Adventure,Windows|Mac,"January 15, 2015",Nyamyam,Nyu Media,Rates 3+,0,https://cdn-products.eneba.com/resized-products/uh74jwj1eyeg3lvx3cgx_350x200_1x-0.jpg,https://www.eneba.com/us/steam-tengami-steam-key-global
Borderlands 3 Deluxe Edition (Xbox One) Xbox ,53.95,Action|FPS / TPS|Adventure|RPG,"","September 13, 2019",Gearbox Software,2K Games,Rates 18+ (Mature),5.00/5,https://cdn-products.eneba.com/resized-products/gofc--vlbuDuDt84gsxugCBYgFJATp8iSysbEVRUT0A_350x200_1x-0.jpeg,https://www.eneba.com/us/xbox-borderlands-3-deluxe-edition-xbox-one-xbox-live-key-global
Transport Fever ,11.99,Simulation|Strategy,Windows|Mac|Linux,"November 8, 2016",Urban Games,Good Shepherd Entertainment,Rates 3+,0,https://cdn-products.eneba.com/resized-products/w9cla9tju95hk4vfffle_350x200_1x-0.jpg,https://www.eneba.com/us/gog-transport-fever-gog-com-key-global
Pendula Swing - The Complete Journey ,8.07,Indie|Adventure|RPG,Windows|Mac,"March 8, 2020",Valiant Game Studio AB,Valiant Game Studio AB,"",0,https://cdn-products.eneba.com/resized-products/VGx1SQleVokZFh_0Otzhv3o7_deAr-moMcbOE5aE4Mg_350x200_1x-0.png,https://www.eneba.com/us/steam-pendula-swing-the-complete-journey-steam-key-global
Football Manager 2013 ,22.58,Simulation,Windows,"November 2, 2012",Sports Interactive,SEGA,"",0,https://cdn-products.eneba.com/resized-products/OFVRWmPRbvU9VvZmxoQr-9Jntqz70pi9fJ-_68KyJoQ_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-football-manager-2013-steam-key-global
The Titan Souls Digital Special Edition ,13.69,Action,Windows|Mac,"April 14, 2015",Acid Nerve,Devolver Digital,"",0,https://cdn-products.eneba.com/resized-products/PJHnj8XMC2nWN4Pa-Sfq3dxcrW9J9xWaw-fXHISwO6Q_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-the-titan-souls-digital-special-edition-steam-key-global
The Chronicles of Narnia: Prince Caspian ,36.29,Adventure,Windows,"May 15, 2008","Fall Line Studios, Traveller's Tales",Disney Interactive Studios,"",0,https://cdn-products.eneba.com/resized-products/YOjjpLUNdNlVJvP7TzFcvBSM719vLKFvF8DlGU4GrSg_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-the-chronicles-of-narnia-prince-caspian-steam-key-global
Fast & Furious Crossroads ,31.65,Action|Racing,"","August 7, 2020",Slightly Mad Studios,BANDAI NAMCO Entertainment Europe,Rates 16+,0,https://cdn-products.eneba.com/resized-products/B07Q4zwMI4ZBh4oseozo-aer10CCy1cOOpqlfdo-mUE_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-fast-furious-crossroads-steam-key-global
Luxor 3 ,12.29,Indie|Puzzle,Windows,"November 13, 2007",MumboJumbo,MumboJumbo,"",0,https://cdn-products.eneba.com/resized-products/OZguv7tL6U_Inv06taYdxupnXXvkcPdtb4XS6OzvhY8_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-luxor-3-steam-key-global
Blueprint Tycoon ,1.79,Simulation|Indie,Windows|Mac|Linux,"May 13, 2016",Endless Loop Studios,Endless Loop Studios,"",0,https://cdn-products.eneba.com/resized-products/kMqkyYWbsd8T2WfJpcFZBKx_bWaQAAjFnSL_fydHGa0_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-blueprint-tycoon-steam-key-global
Lords of the Realm II ,2.16,Strategy|RPG,Windows,"October 31, 2000",Impressions Games,Rebellion,"",0,https://cdn-products.eneba.com/resized-products/Nis6W5dkq6Gs3OWiOaDR3onLqi3XM-HVt8PP-EBONyI_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-lords-of-the-realm-ii-steam-key-global
All You Can Eat ,0.62,Indie|Adventure,Windows,"July 13, 2017",Gamechuck,Gamechuck,"",0,https://cdn-products.eneba.com/resized-products/mWChvSosY-5u31Y2LuApSJiZ24-ubgKZuLbumSSONLQ_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-all-you-can-eat-steam-key-global
Industry Giant ,4.1,Simulation|Strategy,Windows,"June 10, 2000",QLOC,Toplitz Productions,"",0,https://cdn-products.eneba.com/resized-products/Jke32g-GZ1-1dypKiPhMBzq__w_rWyLZ359GLoSkHmY_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-industry-giant-steam-key-global
Knights of Pen and Paper +1 Edition ,1.66,Indie|RPG,Windows|Mac|Linux,"June 18, 2013",Behold Studios,Paradox Interactive,Rates 12+,0,https://cdn-products.eneba.com/resized-products/U9dBZmPaqo2T6y4a_KXJzgTWrPZ2lVK-Bmx8ZZNiFSY_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-knights-of-pen-and-paper-1-edition-steam-key-global
Stigmat ,0.49,Indie|Adventure,Windows,"September 30, 2015",Akakiy Petrushkin,Dagestan Technology,"",0,https://cdn-products.eneba.com/resized-products/YZaBoSnh1fx5z738N_hIy1V8Aba8-SGX6l-yAx49f8s_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-stigmat-steam-key-global
The Textorcist: The Story of Ray Bibbia ,4.08,"","","February 14, 2019",Morbidware,"","",0,https://cdn-products.eneba.com/resized-products/vGUs0Xw_TAsKwsfrWr5HerYF_K9caBQCU-cu4lWDDQM_350x200_1x-0.jpg,https://www.eneba.com/us/steam-the-textorcist-the-story-of-ray-bibbia-steam-key-global
Singularity ,13.69,Action|FPS / TPS,Windows,"June 29, 2010",Raven Software,Activision,"",0,https://cdn-products.eneba.com/resized-products/xWvcze-BLxaBxksnidFvJ6QsiFGAwb6FrQ0tQXUhO4I_350x200_1x-0.jpeg,https://www.eneba.com/us/gog-singularity-gog-com-key-global
Port Royale 4 ,27.25,Simulation|Strategy,"","September 25, 2020",Gaming Minds Studios,Kalypso Media,Rates 12+,0,https://cdn-products.eneba.com/resized-products/Cxx81JI6PVEhXKy73dBn7LWMNlTx_1EMO4sDQzgdwRc_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-port-royale-4-steam-key-latam
Operation Babel: New Tokyo Legacy - Digital Limited Edition ,12.97,RPG,Windows,"May 16, 2017","MAGES. Inc., 5pb., Experience Inc.","NIS America, Inc.","",0,https://cdn-products.eneba.com/resized-products/A5yA3SVF4IXVBI2WXmAc5VYkonIQoKIX0Jy5FfU4kQU_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-operation-babel-new-tokyo-legacy-digital-limited-edition-steam-key-global
Leashed Soul ,5.41,Indie|Puzzle|Adventure,Windows|Mac|Linux,"June 15, 2017",Level One Games,LumiNet,"",0,https://cdn-products.eneba.com/resized-products/K60GkZNvCyBy8i5enpQQPd_jsmoPIzMD9v7p3x874HQ_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-leashed-soul-steam-key-global
Omensight (Definitive Edition) ,19.17,Indie|Adventure|RPG,Windows,"May 15, 2018",Spearhead Games,Spearhead Games,Rates 12+,0,https://cdn-products.eneba.com/resized-products/3KyZNmgmjHi44TdxOKdcKNDLOmQ6E0LywtOn2wPImac_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-omensight-definitive-edition
Skilltree Saga ,1.21,Action|Indie|Adventure|RPG,Windows|Mac|Linux,"December 4, 2014",Silent Dreams,Headup Games,"",0,https://cdn-products.eneba.com/resized-products/H8Z4ar7G6LBs_84Tnp5TnOioT-pGbcoxWeUX8QD9Ow8_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-skilltree-saga-steam-key-global
Kingdoms of Amalur: Re-Reckoning ,19.04,Action|RPG,Windows,"September 8, 2020",KAIKO / Big Huge Games,THQ Nordic,Rates 18+ (Mature),0,https://cdn-products.eneba.com/resized-products/I0HE3n-Ita68NmojxEVkfUdfSVn2F5iFe-Hq-h8yuvI_350x200_1x-0.jpeg,https://www.eneba.com/us/steam-kingdoms-of-amalur-re-reckoning-steam-key-latam-2
